,train_start,train_end,test_start,test_end,train_mean_ic,train_ic_ir,train_pos_ic_ratio,test_annu_return,test_annu_vol,test_sharpe,benchmark_sharpe
0,2022-01-03,2023-06-30,2023-07-03,2023-12-29,0.1578133483370124,0.5981460316992135,0.68,0.17032447329685052,0.10434255311580037,1.6323586898225768,1.0201894166871854
1,2022-07-01,2023-12-29,2024-01-02,2024-06-28,-0.2465882929469851,-0.9708788091772914,0.12,0.5385719685117223,0.11706062198625822,4.600795377415177,5.270417562314423
2,2023-01-03,2024-06-28,2024-07-01,2024-12-31,-0.17229941013734695,-1.1762308859382327,0.12,0.0745152159787692,0.1653446029459037,0.4506661520917533,0.4004574934394055
3,2023-07-03,2024-12-31,2025-01-02,2025-06-30,-0.1637329757360359,-1.0177611629596937,0.12,-0.04106723718461358,0.19277759217900955,-0.21302910115445023,0.012630630349966336
4,2024-01-02,2025-06-30,2025-07-01,2025-12-30,-0.07617293095696027,-0.3485025683871144,0.4,0.33579154566786307,0.09142513181436883,3.672858206534064,4.794013727428852
