strategy,regime,count,win_rate,avg_win,avg_loss,payoff_ratio,profit_factor
Wei_adj_time_series_momentum_2M_w_asset_stop,Bear Low Vol,107,0.36363636363636365,0.0047951534302062004,-0.01058787005405142,0.45289122417698613,0.2587949852439921
Wei_adj_time_series_momentum_2M_w_asset_stop,Bull High Vol,214,0.8,0.021706063984327156,-0.014609425937045136,1.4857574882040414,5.943029952816166
Wei_adj_time_series_momentum_2M_w_asset_stop,Bull Low Vol,486,0.55,0.02284098676581172,-0.010862682225551042,2.1027022876620185,2.5699694626980225
Wei_adj_time_series_momentum_3M,Bear High Vol,162,0.16666666666666666,0.0021873854042844254,-0.026557659349877395,0.08236363662426913,0.016472727324853827
Wei_adj_time_series_momentum_3M,Bear Low Vol,107,0.2857142857142857,0.01357155360532769,-0.012935647707389664,1.0491591849378177,0.4196636739751271
Wei_adj_time_series_momentum_3M,Bull High Vol,214,0.7777777777777778,0.03502779399382067,-0.002046341034760646,17.117280745883964,59.91048261059388
Wei_adj_time_series_momentum_3M,Bull Low Vol,486,0.46153846153846156,0.045502481634703905,-0.013874270233033685,3.2796306306882808,2.811111969161383
Wei_adj_time_series_momentum_3M_w_asset_stop,Bear High Vol,162,0.25,0.004747490569275203,-0.016560246235494697,0.28667995039225835,0.09555998346408612
Wei_adj_time_series_momentum_3M_w_asset_stop,Bear Low Vol,107,0.3333333333333333,0.00912604632777364,-0.01012802477235844,0.9010687209889716,0.4505343604944858
Wei_adj_time_series_momentum_3M_w_asset_stop,Bull High Vol,214,0.6666666666666666,0.03363792340190433,-0.012787296671677106,2.630573471905894,5.261146943811788
Wei_adj_time_series_momentum_3M_w_asset_stop,Bull Low Vol,486,0.5294117647058824,0.031414142994321326,-0.011780413648961346,2.6666417606728983,2.99997198075701
