Date,0050.TW,006208.TW,006203.TW,006204.TW,00850.TW,0053.TW,00881.TW,0056.TW,00701.TW,00713.TW,00646.TW,00662.TW,00757.TW,00636.TW,006207.TW,00635U.TW,00642U.TW,00631L.TW,00632R.TW,00663L.TW,TLT,IEF,SHY,LQD,HYG
2022-01-03,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-04,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-05,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-06,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-07,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-10,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-11,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-12,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-13,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-14,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-17,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-18,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-19,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-20,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-21,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-24,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-25,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-26,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-27,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-28,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-01-31,0.0,0.0,0.0,0.07903398812098218,0.0,0.08410250043231379,0.07405282172432483,0.0,0.13072535099481536,0.11647158974625443,0.12058405993040848,0.07781409586121138,0.07719862633504428,0.0,0.0,0.0,0.019710261997074263,0.042012389147794885,0.0,0.034930774522182934,0.04009392822961222,0.0,0.0,0.10326961295798108,0.0
2022-02-01,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
2022-02-02,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
2022-02-03,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
2022-02-04,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
2022-02-07,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
2022-02-08,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
2022-02-09,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
2022-02-10,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
2022-02-11,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
2022-02-14,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
2022-02-15,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
2022-02-16,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
2022-02-17,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
2022-02-18,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
2022-02-21,0.05432478525727635,0.05539240597186738,0.053962299686149684,0.053196653978808996,0.06503939132780683,0.06543122178769083,0.05948292614391279,0.0,0.07392937661821197,0.13524673471189805,0.0,0.0,0.0,0.0,0.0,0.2917814487529384,0.03263234271033535,0.029543078274063318,0.0,0.03003733477904021,0.0,0.0,0.0,0.0,0.0
