strategy,regime,count,win_rate,avg_win,avg_loss,payoff_ratio,profit_factor
Vol_adj_cross_sectional_momentum_1M_w_asset_stop,Bull Low Vol,486,0.625,0.03241300534966374,-0.021401327682214533,1.5145324547598233,2.524220757933039
Vol_adj_cross_sectional_momentum_2M,Bear High Vol,162,0.2857142857142857,0.009954737336891673,-0.0208062394776245,0.47844961832709954,0.19137984733083982
Vol_adj_cross_sectional_momentum_2M,Bear Low Vol,107,0.25,0.01163306738532588,-0.013421034637549659,0.8667787320046574,0.2889262440015524
Vol_adj_cross_sectional_momentum_2M,Bull High Vol,214,0.75,0.04388584163508713,-0.006621318978956718,6.627960648710805,19.883881946132416
Vol_adj_cross_sectional_momentum_2M,Bull Low Vol,486,0.7058823529411765,0.0408895050646824,-0.02625292554296397,1.5575218463848943,3.738052431323747
Vol_adj_cross_sectional_momentum_2M_w_asset_stop,Bear High Vol,162,0.3333333333333333,0.01272188475823229,-0.018532882009049224,0.6864493472747766,0.3432246736373883
Vol_adj_cross_sectional_momentum_2M_w_asset_stop,Bear Low Vol,107,0.3076923076923077,0.0033003613155941913,-0.008383846316629473,0.3936571820320561,0.1749587475698027
Vol_adj_cross_sectional_momentum_2M_w_asset_stop,Bull High Vol,214,0.6923076923076923,0.05204786622046334,-0.03091277979490603,1.6837006107435235,3.788326374172928
Vol_adj_cross_sectional_momentum_2M_w_asset_stop,Bull Low Vol,486,0.6842105263157895,0.03776745495206797,-0.021762111491187286,1.735468314614699,3.7601813483318476
Vol_adj_cross_sectional_momentum_3M,Bear High Vol,162,0.3333333333333333,0.013455082145188313,-0.03450476546116055,0.38994851770065503,0.19497425885032751
Vol_adj_cross_sectional_momentum_3M,Bear Low Vol,107,0.42857142857142855,0.004976260521410018,-0.01833265462155828,0.27144244105041865,0.20358183078781394
Vol_adj_cross_sectional_momentum_3M,Bull High Vol,214,0.7,0.05144895364362112,-0.005474616098017952,9.397728118734731,21.928032277047706
Vol_adj_cross_sectional_momentum_3M,Bull Low Vol,486,0.6428571428571429,0.05261060344747645,-0.024861546830699945,2.116143609476099,3.8090584970569785
Vol_adj_cross_sectional_momentum_3M_w_asset_stop,Bear High Vol,162,0.3333333333333333,0.008715810791488199,-0.018368788507178657,0.47449023587385725,0.23724511793692862
Vol_adj_cross_sectional_momentum_3M_w_asset_stop,Bear Low Vol,107,0.4166666666666667,0.005503554943206401,-0.01266243572088775,0.4346363578476316,0.3104545413197369
Vol_adj_cross_sectional_momentum_3M_w_asset_stop,Bull High Vol,214,0.5833333333333334,0.06496461698724525,-0.028964946772682354,2.24287023542937,3.1400183296011184
Vol_adj_cross_sectional_momentum_3M_w_asset_stop,Bull Low Vol,486,0.6842105263157895,0.038076775389549455,-0.026404568357814667,1.4420525597526117,3.1244472127973255
Wei_adj_cross_sectional_momentum_1M,Bear High Vol,162,0.3333333333333333,0.011872641512263749,-0.016776238698904336,0.7077058049394085,0.35385290246970424
Wei_adj_cross_sectional_momentum_1M,Bear Low Vol,107,0.23076923076923078,0.00785210148586546,-0.01296340522558359,0.6057128778454869,0.18171386335364606
Wei_adj_cross_sectional_momentum_1M,Bull High Vol,214,0.7222222222222222,0.0342916231257047,-0.013518887184205353,2.5365714395315724,6.595085742782088
Wei_adj_cross_sectional_momentum_1M,Bull Low Vol,486,0.6,0.03535098988869734,-0.02069855920241968,1.707896165283078,2.561844247924617
Wei_adj_cross_sectional_momentum_1M_w_asset_stop,Bear High Vol,162,0.4117647058823529,0.009477482057579494,-0.017906982277910134,0.5292618214779168,0.3704832750345418
Wei_adj_cross_sectional_momentum_1M_w_asset_stop,Bear Low Vol,107,0.29411764705882354,0.005546094973796256,-0.010555906582770965,0.5254020514778357,0.21891752144909823
Wei_adj_cross_sectional_momentum_1M_w_asset_stop,Bull High Vol,214,0.65,0.041477181815089366,-0.02773940300162741,1.4952442131741621,2.7768821101805865
Wei_adj_cross_sectional_momentum_1M_w_asset_stop,Bull Low Vol,486,0.625,0.032178321477390213,-0.021373557908362272,1.5055201204849775,2.509200200808296
Wei_adj_cross_sectional_momentum_2M,Bear High Vol,162,0.2857142857142857,0.009613062575830056,-0.02037012756380623,0.47191960608585515,0.18876784243434205
